STUDENT_IDENTIFIER;STDNT_AGE;STDNT_GENDER;STDNT_BACKGROUND;IN_STATE_FLAG;INTERNATIONAL_STS;STDNT_MAJOR;STDNT_MINOR;STDNT_TEST_ENTRANCE;FIRST_TERM;CORE_COURSE_NAME_1_F;CORE_COURSE_GRADE_1_F;CORE_COURSE_NAME_2_F;CORE_COURSE_GRADE_2_F;CORE_COURSE_NAME_3_F;CORE_COURSE_GRADE_3_F;SECOND_TERM;CORE_COURSE_NAME_1_S;CORE_COURSE_GRADE_1_S;CORE_COURSE_NAME_2_S;CORE_COURSE_GRADE_2_S;CORE_COURSE_NAME_3_S;CORE_COURSE_GRADE_3_S;HOUSING_STS;RETURNED_2ND_YR;DISTANCE_FROM_HOME;HIGH_SCHL_GPA;HIGH_SCHL_NAME;FATHER_HI_EDU_CD;FATHER_HI_EDU_DESC;MOTHER_HI_EDU_CD;MOTHER_HI_EDU_DESC;DEGREE_GROUP_CD;DEGREE_GROUP_DESC;FIRST_TERM_ATTEMPT_HRS;FIRST_TERM_EARNED_HRS;SECOND_TERM_ATTEMPT_HRS;SECOND_TERM_EARNED_HRS;UNMET_NEED
7981577;18;M;BGD 1;N;N;Health and Physical Education;N;740;200908;HIST 1112I;F;ARTH 1100;D;ENGL 1101I;D;201002;ECON 2105;D;BIOL 1215K;C;ENGL 1101I;C;Off Campus;1;0;2,56;SCHOOL 5;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;3;14;7;
7993938;17;F;BGD 1;Y;N;Marketing;Communication;870;200808;HIST 2111;F;POLS 1101;D;COMM 1110;B;200902;ARTH 1100;D;ENGL 1101;C;ITDS 2735;A;Off Campus;1;;3,12;SCHOOL 5;;No Information;;No Information;B;Bachelors;12;9;14;8;
8005499;18;F;BGD 1;Y;N;Early Childhood Education;N;830;200908;HIST 2111;F;ENVS 1105;D;SOCI 1101;B;201002;MATH 1101;D;BIOL 1215K;C;SPAN 1001;C;Off Campus;1;69;3,12;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;15;9;12;9;218700
7905610;19;M;BGD 4;Y;N;Applied Computer Science;N;1110;200508;HIST 2112;F;CPSC 1301;D;ENGL 1101;C;200602;HIST 2111;D;CPSC 1301;C;POLS 1101;C;On Campus;1;150;3,14;SCHOOL 12;;No Information;;No Information;B;Bachelors;16;6;14;14;
7851840;18;M;BGD 1;Y;N;Art;N;;200508;HIST 2112;F;COMM 1110;D;ENGL 1101;C;200602;ITDS 2735;D;ARTH 1100;C;ENGL 1102;A;Off Campus;1;69;2,27;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;10;13;13;-126300
7942394;18;M;BGD 1;Y;N;Undeclared;N;950;200508;HIST 2112;F;ARTH 1100;D;ENGL 1101;D;200602;MATH 1111;D;COMM 1110;C;;;Off Campus;1;69;2,47;SCHOOL 24;3;CollegeBeyond;2;High School;B;Bachelors;12;6;13;10;-288180
7775951;18;F;BGD 3;Y;N;Pre-Nursing;N;;201008;HIST 2112;F;CHEM 1151;D;SOCI 1101;D;201102;CHEM 1151;D;ENGL 1102;C;ITDS 2735;B;On Campus;1;150;2,58;SCHOOL 453;2;High School;3;College/Beyond;B;Bachelors;13;7;14;10;
8027373;18;M;BGD 1;Y;N;Health Science;N;740;200508;MATH 1111;F;POLS 1101;D;ENGL 1101;B;200602;HIST 2112;D;ENGL 1102;C;MUSC 1100;C;Off Campus;1;0;2,79;SCHOOL 214;2;High School;2;High School;B;Bachelors;12;6;15;12;647580
7758225;18;F;BGD 1;Y;N;Theatre Arts;N;1070;200608;MATH 1111;F;ECON 2106;D;COMM 1110;C;200702;MATH 1111;D;ENGL 1102;C;HIST 2112;C;Off Campus;1;0;2,6;SCHOOL 2;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;12;18;17;903840
7929070;18;M;BGD 1;Y;N;English Language/Literature;N;590;200808;MATH 1111;F;ITDS 2735;D;HIST 2112;C;200902;HIST 2111;D;GEOL 1110;C;ENGL 1101;B;Off Campus;1;138;2,17;SCHOOL 61;4;OtherUnknown;3;College/Beyond;B;Bachelors;13;10;15;15;379980
7854094;17;M;BGD 2;Y;N;Engineering Studies;N;1070;200808;MATH 1113;F;HIST 2112;D;ENGL 1101;C;200902;MUSC 1100;D;ENGL 1102;C;HIST 1111;C;Off Campus;1;69;3;SCHOOL 227;2;High School;2;High School;B;Bachelors;15;12;13;13;-34920
7757445;18;F;BGD 3;Y;N;Nursing;N;;200708;PSYC 1101;F;POLS 1101;D;ENGL 1101;C;200802;ARTH 1100;D;COMM 1110;C;ITDS 2735;A;On Campus;0;69;3;SCHOOL 271;2;High School;3;College/Beyond;B;Bachelors;15;12;14;10;347520
8017418;18;F;BGD 3;Y;N;Political Science;N;830;201008;SPAN 1002;F;HIST 2112;D;POLS 1101;D;201102;GEOL 1110;D;SOCI 1101;C;MUSC 1100;B;Off Campus;1;69;2,81;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;16;9;12;12;
7769617;18;F;BGD 1;Y;N;Undeclared;N;950;200608;ANTH 1105;NOT REP;HIST 2112;D;ENGL 1101;C;200702;ENGL 1102;D;THEA 1100;C;COMM 1110;B;Off Campus;1;69;3,2;SCHOOL 11;;No Information;;No Information;B;Bachelors;12;12;13;6;
7875315;18;F;BGD 1;Y;N;Theatre Education;N;950;200808;HIST 2111;NOT REP;MUSC 1100;D;ENGL 1101;C;200902;HIST 2112;D;ENGL 1102;C;;;Off Campus;1;150;2,64;SCHOOL 180;2;High School;;No Information;B;Bachelors;13;10;12;6;
7947813;18;F;BGD 6;Y;N;Pre-Nursing;N;910;201008;CHEM 1151;F;HIST 2111;F;PSYC 1101;D;201102;MATH 1101;D;CHEM 1151;C;SOCI 1101;C;Off Campus;1;69;2,73;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;4;13;10;
8033128;18;M;BGD 1;N;N;Music Performance;N;1110;200708;COMM 1110;F;HIST 1111;F;ENGL 1101;C;200802;MUSC 1100;D;ENGL 1102;C;POLS 1101;C;Off Campus;1;330;2,26;SCHOOL 329;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;7;16;16;-30000
7811627;18;M;BGD 1;Y;N;Undeclared;N;910;200708;COMM 1110;F;HIST 2111;F;MATH 1111;F;200802;ECON 2105;D;ENGL 1101;C;;;Off Campus;1;69;2,8;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;12;3;12;9;
7832529;18;M;BGD 1;Y;N;Undeclared;N;1190;200808;CPSC 1105;F;ENGL 1101;F;MATH 1111;B;200902;HIST 2112;D;COMM 1110;C;ENGL 1101;B;Off Campus;1;69;2,31;SCHOOL 130;;No Information;;No Information;B;Bachelors;13;7;16;14;
7784677;18;F;BGD 4;Y;N;Biology;N;870;200508;ENGL 1101;F;HIST 2111;F;POLS 1101;D;200602;ARTH 1100;D;HIST 2111;C;ITDS 2726;B;Off Campus;1;0;2,85;SCHOOL 31;4;OtherUnknown;4;Other/Unknown;B;Bachelors;16;6;15;8;217740
7986492;18;F;BGD 1;Y;N;Accounting;N;1030;200808;ENGL 1101;F;LEAD 1705;F;POLS 1101;F;200902;POLS 1101;D;SPAN 1001;C;ECON 2106;B;Off Campus;1;69;2,93;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;17;3;12;12;
8007505;18;M;BGD 1;Y;N;General Business;N;870;200808;ENGL 1101;F;POLS 1101;F;;;200902;HIST 2112;D;ECON 2105;C;POLS 2401;C;Off Campus;0;69;2,87;SCHOOL 25;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;7;13;9;
8034168;18;F;BGD 1;Y;N;Undeclared;N;640;200708;HIST 2112;NOT REP;MATH 1113;F;MUSC 1100;A;200802;CHEM 1151;D;CHEM 1151L;C;PSYC 1101;C;Off Campus;1;69;3,25;SCHOOL 130;2;High School;2;High School;B;Bachelors;16;13;16;13;-235140
7836362;19;M;BGD 1;Y;N;Music Performance;N;;200608;ENGL 1101;B;;;;;200702;POLS 1101;D;HIST 2111;C;MUSC 1100;B;Off Campus;1;138;2,56;SCHOOL 157;;No Information;;No Information;B;Bachelors;12;9;16;16;
7990763;18;F;BGD 1;Y;N;Biology;N;;200808;HIST 2111;B;;;;;200902;CHEM 1151;D;MATH 1111;C;ENGL 1101;A;Off Campus;1;69;3;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;9;13;7;366600
7985924;18;F;BGD 1;Y;N;Joint Enrollment - Accel;N;;200708;POLS 1101;B;;;;;200802;ECON 2106;D;SPAN 1002;C;;;Off Campus;1;69;;SCHOOL 98;2;High School;3;College/Beyond;B;Bachelors;12;12;13;10;47100
7846212;19;M;BGD 1;Y;N;Criminal Justice;N;870;201008;ENGL 1101;C;;;;;201102;ENGL 1102;D;CPSC 1105;C;POLS 1101;C;Off Campus;1;69;2,625;SCHOOL 10;4;OtherUnknown;4;Other/Unknown;B;Bachelors;13;9;12;9;
7950418;18;M;BGD 1;N;N;Criminal Justice;N;910;201008;ECON 2106;F;;;;;201102;BIOL 1215K;D;BIOL 1125;C;ENGL 1101;C;On Campus;1;0;2,91;SCHOOL 525;2;High School;3;College/Beyond;B;Bachelors;14;7;20;18;
7945297;18;M;BGD 1;N;N;Criminal Justice;N;1030;201008;MATH 1111;F;;;;;201102;COMM 1110I;D;BIOL 1215K;C;POLS 1101;B;Off Campus;0;0;3,5;SCHOOL 395;2;High School;2;High School;B;Bachelors;12;9;13;13;
7834407;18;M;BGD 1;Y;N;Pre-Business;N;990;200908;HIST 2112;B;MUSC 1100;A;;;201002;MATH 1111;F;ITDS 1145;C;POLS 1101;B;Off Campus;1;69;3,75;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;11;15;12;585060
7777324;18;F;BGD 3;Y;N;Biology;N;830;200908;ENGL 1101;C;MUSC 1100;A;;;201002;CHEM 1211;F;CHEM 1211L;C;ENGL 1102;C;On Campus;1;0;3,26;SCHOOL 14;2;High School;3;College/Beyond;B;Bachelors;12;8;13;10;144180
7843893;18;F;BGD 3;Y;N;Biology;N;870;200608;MUSC 1100;C;ENGL 1101;A;;;200702;MATH 1111;F;ENGL 1102;C;HIST 2111;C;Off Campus;1;69;2,87;SCHOOL 11;3;CollegeBeyond;2;High School;B;Bachelors;13;9;12;9;
7778383;18;M;BGD 1;Y;N;History;N;1070;200808;ENGL 1101;D;HIST 2111;A;;;200902;ECON 2105;F;ENGL 1101;C;HIST 1112;C;Off Campus;1;69;2,44;SCHOOL 5;;No Information;;No Information;B;Bachelors;15;8;13;3;
7883159;18;M;BGD 3;N;N;Biology;N;950;200908;ANTH 1105I;B;THEA 1100I;B;BIOL 1215K;A;201002;CHEM 1211;F;CHEM 1211L;C;COMM 1110;C;Off Campus;1;0;2,46;SCHOOL 15;4;OtherUnknown;2;High School;B;Bachelors;17;9;15;12;835080
7869495;18;F;BGD 3;Y;N;Psychology;N;910;200908;ANTH 1105I;B;ENGL 1101;B;MATH 1101;B;201002;STAT 1127;F;HIST 2111;C;ENGL 1102;B;On Campus;1;150;2,82;SCHOOL 295;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;17;14;
7878819;18;F;BGD 1;Y;N;Joint Enrollment - Accel;N;1030;200908;ARTH 1100;B;ECON 2105;B;HIST 2112;B;201002;POLS 2401;F;CPSC 1301L;C;CPSC 1301;B;Off Campus;1;69;3,58;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;17;17;12;9;
7826766;17;M;BGD 3;Y;N;Undeclared;N;790;201008;ARTH 1100I;B;ENGL 1101I;B;HIST 1112;B;201102;ENGL 1102;F;COMM 1110;C;BIOL 1215K;B;On Campus;1;150;3;SCHOOL 295;3;CollegeBeyond;2;High School;B;Bachelors;14;14;15;12;
7803367;18;F;BGD 7;Y;N;Pre-Nursing;N;990;200908;CHEM 1151;B;CHEM 1151L;B;HIST 2111;B;201002;COMM 1110I;F;ENGL 1102;C;;;Off Campus;0;69;3,42;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;14;7;-155280
7841338;19;F;BGD 3;Y;N;Pre-Nursing;N;870;201008;COMM 1110;B;ENGL 1101;B;MATH 1111;B;201102;HIST 2111;F;STAT 1127;C;CHEM 1211;B;On Campus;1;150;3,1;SCHOOL 67;4;OtherUnknown;4;Other/Unknown;B;Bachelors;13;13;14;8;
7789696;18;F;BGD 1;Y;N;Undeclared;N;740;201008;COMM 1110;B;ENGL 1101;B;ITDS 2746;B;201102;HIST 2111;F;MATH 1111;C;ENGL 1102;B;On Campus;1;69;2,91;SCHOOL 27;3;CollegeBeyond;2;High School;B;Bachelors;12;8;14;11;
7948785;18;F;BGD 3;Y;N;Undeclared;N;910;200608;ENGL 1101;B;HIST 2111;B;MATH 1101;A;200702;ENGL 1102;F;SPAN 1002;C;ITDS 1155;B;Off Campus;1;138;3,1;SCHOOL 236;2;High School;2;High School;B;Bachelors;13;13;16;13;247800
7909389;19;M;BGD 1;Y;N;Undeclared;N;830;200908;ENGL 1101;B;HIST 1111;B;;;201002;ENGL 1102;F;THEA 1100;C;POLS 1101;C;Off Campus;1;69;2,76;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;13;9;12;9;755400
7800694;19;M;BGD 1;Y;N;Pre-Business;N;870;200908;HIST 2111;B;PSYC 1101;B;ENGL 1101;A;201002;HIST 1111;F;BIOL 1225K;C;ECON 2105;C;On Campus;1;69;3,63;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;16;12;16;13;362820
8034180;18;F;BGD 1;Y;N;Biology;N;950;200508;MATH 1111;B;MUSC 1100;B;ENGL 1101;A;200602;MATH 1113;F;ENGL 1102;C;POLS 1101;B;Off Campus;1;0;3,25;SCHOOL 87;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;9;
7871929;18;F;BGD 3;Y;N;Nursing;N;950;200608;CHEM 1151;C;ENGL 1101;B;MATH 1111;B;200702;HIST 2112;F;COMM 1110;C;THEA 1100;C;Off Campus;1;0;3,2;SCHOOL 130;1;Middle School/Junior High;3;College/Beyond;B;Bachelors;15;15;17;14;408720
7987579;18;M;BGD 1;Y;N;Pre-Engineering/RETP;N;830;200908;CHEM 1211;C;CHEM 1211L;B;HIST 1111;B;201002;POLS 1101;F;MATH 1113;C;ENGL 1101;B;Off Campus;1;69;3,35;SCHOOL 9;2;High School;2;High School;B;Bachelors;13;13;13;10;404760
7899830;18;M;BGD 1;Y;N;Pre-Engineering/RETP;N;1220;200908;CHEM 1211L;C;MUSC 1100;B;CHEM 1211;A;201002;MATH 1131;F;ENGL 1101;C;POLS 1101;A;Off Campus;1;69;3,5;SCHOOL 11;3;CollegeBeyond;2;High School;B;Bachelors;13;13;14;10;424680
7873585;18;M;BGD 1;Y;N;Pre-Business;N;910;200908;COMM 1110;C;ENGL 1101;B;MATH 1111;A;201002;HIST 2111;F;ENGL 1102;C;MATH 1125;C;On Campus;0;69;3,42;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;9;480000
8022899;19;F;BGD 1;Y;N;General Business;N;1110;200508;ECON 2105;C;ENGL 1101;B;HIST 1112;B;200602;MATH 1111;F;ECON 2106;C;POLS 1101;C;Off Campus;1;69;2,85;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;12;6;
7868964;18;F;BGD 1;Y;N;Pre-Business;N;1150;201008;ECON 2106;C;MATH 1113;B;GEOL 1121;A;201102;ECON 2105;F;COMM 1110;C;PSYC 1101;B;Off Campus;1;0;3,5;SCHOOL 1;2;High School;3;College/Beyond;B;Bachelors;13;13;15;12;
7823513;18;M;BGD 1;Y;N;Criminal Justice;Psychology;;200508;ENGL 1101;C;COMM 1110;B;HIST 2112;B;200602;MATH 1111;F;POLS 1101;C;;;Off Campus;0;69;2,68;SCHOOL 11;3;CollegeBeyond;2;High School;B;Bachelors;12;12;12;6;890040
7902647;19;M;BGD 1;Y;N;Theatre Arts;N;950;200708;ENGL 1101;C;THEA 1100;B;;;200802;ASTR 1105;F;COMM 1110;C;POLS 1101;C;On Campus;1;150;2,52;SCHOOL 310;3;CollegeBeyond;2;High School;B;Bachelors;13;13;13;9;
8028975;17;F;BGD 1;Y;N;Biology;N;950;200708;ENGL 1101;C;MATH 1101;B;COMM 1110;A;200802;CHEM 1211;F;CHEM 1211L;C;HIST 2111;C;Off Campus;1;0;3;SCHOOL 1;;No Information;;No Information;B;Bachelors;14;14;13;10;
7955018;18;F;BGD 1;N;N;Exercise Science;N;990;201008;GEOL 1110;C;HIST 2111;B;;;201102;ENGL 1101;F;PSYC 1101;C;POLS 1101;B;Off Campus;1;69;3,63;SCHOOL 7;2;High School;2;High School;B;Bachelors;13;9;12;9;
7990690;18;M;BGD 1;Y;N;Management;N;740;200508;HIST 1112;C;ENGL 1101;B;MUSC 1100;B;200602;ECON 2106;F;COMM 1110;C;ENGL 1102;C;Off Campus;1;69;2,93;SCHOOL 71;3;CollegeBeyond;2;High School;B;Bachelors;13;12;15;9;-306180
7914901;19;M;BGD 1;Y;N;Computer Science - Systems;N;;200608;HIST 1112;C;ENGL 1101;B;;;200702;CPSC 1301;F;CPSC 1301L;C;ENGL 1102;C;Off Campus;1;69;3,46;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;8;14;11;578220
7788884;18;F;BGD 4;Y;N;Undeclared;N;1030;200708;HIST 2111;C;HIST 1111;B;;;200802;POLS 1101;F;MATH 1111;C;PSYC 1101;C;Off Campus;1;0;3,19;SCHOOL 130;2;High School;4;Other/Unknown;B;Bachelors;13;7;15;6;-326880
7941949;17;M;BGD 1;Y;N;Biology;N;530;200908;HIST 2111;C;ENGL 1101;B;SOCI 1101;B;201002;CHEM 1211;F;BIOL 1215K;C;CHEM 1211L;C;On Campus;1;90;3,7;SCHOOL 262;1;Middle School/Junior High;4;Other/Unknown;B;Bachelors;13;9;14;10;67080
7804265;18;F;BGD 1;Y;N;Middle Grades Education;N;1070;201008;HIST 2111;C;COMM 1110;B;ITDS 2749;A;201102;ENVS 1105;F;HIST 1112I;C;POLS 1101;C;Off Campus;1;0;2,84;SCHOOL 177;;No Information;;No Information;B;Bachelors;13;13;13;10;
7848184;18;F;BGD 1;Y;N;Exercise Science;N;990;201008;MATH 1101;C;COMM 1110;B;;;201102;CPSC 1105;F;PSYC 1101;C;POLS 1101;B;Off Campus;1;69;3;SCHOOL 130;3;CollegeBeyond;3;College/Beyond;B;Bachelors;12;12;13;6;
7850608;18;F;BGD 1;Y;N;Nursing;N;990;200508;MATH 1111;C;ENGL 1101;B;CHEM 1151;A;200602;ECON 2106;F;HIST 2112;C;ITDS 2735;A;Off Campus;0;69;3,1;SCHOOL 3;2;High School;2;High School;B;Bachelors;13;13;14;11;
7859661;18;M;BGD 3;Y;N;Theatre Arts;N;830;200908;PSYC 1101;C;THEA 1100;B;ENGL 1101;A;201002;HIST 2111;F;CPSC 1105;C;ENGL 1102;B;On Campus;1;69;2,46;SCHOOL 3;1;Middle School/Junior High;2;High School;B;Bachelors;16;16;15;10;576600
7790693;18;F;BGD 1;N;N;Undeclared;N;;200608;THEA 1100;C;ENGL 1101;B;MATH 1111;A;200702;HIST 1112;F;ENGL 1102;C;PSYC 1101;B;On Campus;1;301;3,13;SCHOOL 194;;No Information;;No Information;B;Bachelors;14;14;13;10;
7801506;18;F;BGD 3;Y;N;Biology;N;830;200708;THEA 1100;C;ENGL 1101;B;;;200802;ITDS 1145;F;ITDS 2735;C;COMM 1110;B;Off Campus;1;69;3,14;SCHOOL 27;2;High School;3;College/Beyond;B;Bachelors;12;12;13;10;147000
7941399;18;M;BGD 1;Y;N;Marketing;N;830;200508;ECON 2106;D;COMM 1110;B;ENGL 1101;B;200602;MATH 1101;F;ENGL 1102;C;;;Off Campus;0;69;3;SCHOOL 9;2;High School;2;High School;B;Bachelors;12;12;12;3;463800
7807839;18;M;BGD 1;Y;N;Health and Physical Education;N;;200508;HIST 2112;D;ARTH 1100;B;ENGL 1101;B;200602;MATH 1101;F;ENGL 1102;C;;;Off Campus;1;69;2,87;SCHOOL 10;3;CollegeBeyond;2;High School;B;Bachelors;12;9;12;3;
7805626;18;F;BGD 1;Y;N;Communication;N;990;200808;HIST 2112;D;COMM 1110;B;ENGL 1101;B;200902;PSYC 1101;F;ENGL 1102;C;ARTH 1100;B;On Campus;1;190;2,87;SCHOOL 66;2;High School;2;High School;B;Bachelors;13;10;14;11;
8031721;18;M;BGD 1;N;N;Political Science;Management;910;200608;MATH 1111;D;HIST 1111;B;THEA 1100;B;200702;SPAN 1001;F;COMM 1110;C;HIST 2111;C;Off Campus;1;69;3,36;SCHOOL 148;;No Information;;No Information;B;Bachelors;12;9;15;12;
7757884;19;M;BGD 1;Y;N;History and Secondary Ed;N;990;200808;PSYC 1101;D;COMM 1110;B;ENGL 1101;B;200902;HIST 2112;F;ENGL 1102;C;FREN 1001;C;On Campus;0;90;2,85;SCHOOL 22;2;High School;3;College/Beyond;B;Bachelors;16;12;16;9;166980
7913912;18;F;BGD 3;Y;N;Pre-Business;N;950;200908;HIST 2111;F;ENGL 1101;B;MUSC 1100;B;201002;MATH 1113;F;ENGL 1102;C;;;Off Campus;1;188;3;SCHOOL 403;;No Information;;No Information;B;Bachelors;15;12;12;3;437400
8014035;18;M;BGD 3;Y;N;Undeclared;N;990;200708;ITDS 2735;F;ENGL 1101;B;;;200802;ENGL 1102;F;HIST 2112;C;MATH 1111;C;Off Campus;1;0;2,67;SCHOOL 130;2;High School;2;High School;B;Bachelors;14;13;15;12;384600
7976088;22;M;BGD 5;Y;N;Music Education;N;950;201008;ENGL 1101;INCOMPL;POLS 1101;B;;;201102;ENVS 1105;F;ECON 2105;C;;;Off Campus;1;246;3;SCHOOL 498;;No Information;;No Information;B;Bachelors;12;9;12;7;
8035545;18;F;BGD 2;Y;N;Undeclared;Spanish;830;200508;ANTH 1105;C;MATH 1111;C;POLS 1101;C;200602;HIST 2112;F;ITDS 2735;C;ECON 2106;B;Off Campus;1;69;3,19;SCHOOL 9;2;High School;2;High School;B;Bachelors;13;13;13;9;
7990973;18;F;BGD 3;Y;N;Political Science;N;950;200608;ARTH 1100;C;ECON 2105;C;ENGL 1101;C;200702;COMM 1110;F;ENGL 1102;C;;;On Campus;1;90;3,14;SCHOOL 22;2;High School;2;High School;B;Bachelors;15;15;13;10;
7816163;18;F;BGD 1;Y;N;Early Childhood Education;N;1070;200808;ARTH 1100;C;COMM 1110;C;ENGL 1101;C;200902;HIST 2111;F;ECON 2105;C;ENGL 1102;C;Off Campus;1;69;2,63;SCHOOL 27;2;High School;2;High School;B;Bachelors;12;12;14;7;
7802666;18;M;BGD 1;Y;N;Theatre Arts;N;1070;201008;ARTH 1100I;C;ENGL 1101I;C;;;201102;CPSC 1105;F;SPAN 1001;C;MATH 1101;B;On Campus;1;69;2,8;SCHOOL 151;;No Information;;No Information;B;Bachelors;14;10;17;14;
7804852;18;F;BGD 3;Y;N;Biology;N;1150;201008;BIOL 1215K;C;PSYC 1101;C;MUSC 1100;B;201102;COMM 1110;F;HIST 2112;C;ENGL 1102;A;On Campus;1;0;3,2;SCHOOL 10;2;High School;3;College/Beyond;B;Bachelors;17;13;13;6;
7870614;18;M;BGD 1;Y;N;Undeclared;N;830;200608;CHEM 1151L;C;ENGL 1101;C;CHEM 1151;B;200702;ECON 2106;F;COMM 1110;C;ARTH 1100;B;Off Campus;1;69;2,86;SCHOOL 10;;No Information;;No Information;B;Bachelors;15;12;12;9;-99720
7953362;18;F;BGD 3;Y;N;Biology;N;;200808;CHEM 1211;C;MATH 1111;C;ENGL 1101;B;200902;STAT 1127;F;PSYC 1101;C;ENGL 1102;B;Off Campus;1;0;3,75;SCHOOL 10;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;13;7;
7765545;18;M;BGD 1;Y;N;History;N;;200808;CHEM 1211;C;ENGL 1101;C;CHEM 1211L;B;200902;ENGL 1102;F;HIST 2112;C;POLS 1101;C;On Campus;1;69;3,5;SCHOOL 85;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;10;16;12;-347580
7834201;18;M;BGD 1;Y;N;Political Science;N;1070;200808;COMM 1110;C;ENGL 1101;C;HIST 2112;C;200902;ECON 2105;F;MUSC 1100;C;;;On Campus;1;181;2,91;SCHOOL 357;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;15;3;
7800036;19;M;BGD 2;N;N;Undeclared;N;;200508;CPSC 1301;C;MATH 1111;C;COMM 1110;B;200602;MATH 1113;F;ENGL 1102;C;POLS 1101;B;Off Campus;0;69;3,14;SCHOOL 11;2;High School;3;College/Beyond;B;Bachelors;15;15;15;12;
7893732;18;M;BGD 1;Y;N;Computer Science - Systems;N;1110;200908;CPSC 1301;C;BIOL 1215K;C;MATH 1113;B;201002;MATH 1131;F;PSYC 1101;C;;;On Campus;1;150;3;SCHOOL 84;3;CollegeBeyond;3;College/Beyond;B;Bachelors;14;14;13;9;36840
8034571;18;F;BGD 3;Y;N;Early Childhood Education;N;870;201008;ECON 2106;C;SPAN 1001;C;ITDS 2735;B;201102;HIST 2111;F;GEOL 1110;C;ENGL 1102;B;On Campus;1;150;2,77;SCHOOL 280;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;11;15;12;
7917425;18;F;BGD 1;Y;N;Theatre Education;N;;200608;ENGL 1101;C;PSYC 1101;C;THEA 1100;B;200702;MATH 1111;F;HIST 2112;C;ENGL 1102;B;Off Campus;1;150;2,41;SCHOOL 12;;No Information;;No Information;B;Bachelors;16;16;15;11;-299160
7941603;19;F;BGD 3;N;N;Chemistry;Management;990;200608;ENGL 1101;C;HIST 2111;C;ANTH 1107;B;200702;MATH 1113;F;ECON 2106;C;ENGL 1102;B;Off Campus;1;0;3,38;SCHOOL 1;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;15;15;12;
7867039;18;F;BGD 3;Y;N;Nursing;N;990;200708;ENGL 1101;C;MATH 1111;C;SPAN 1001;C;200802;MUSC 1100;F;HIST 2111;C;MATH 1113;C;On Campus;0;90;2,97;SCHOOL 28;2;High School;3;College/Beyond;B;Bachelors;15;15;16;13;
7811611;18;M;BGD 1;N;N;Health Science;N;1030;200908;ENGL 1101;C;SOCI 1101;C;MATH 1111;A;201002;THEA 1100;F;ENGL 1102;C;COMM 1110;A;On Campus;1;703;3,03;SCHOOL 458;3;CollegeBeyond;;No Information;B;Bachelors;13;12;13;10;152100
7771892;18;M;BGD 3;Y;N;Biology;N;1110;201008;ENGL 1101;C;MATH 1111;C;CHEM 1211L;B;201102;MATH 1113;F;BIOL 1215K;C;ENGL 1102;C;Off Campus;1;69;2,84;SCHOOL 11;3;CollegeBeyond;3;College/Beyond;B;Bachelors;13;13;14;11;
7840459;18;M;BGD 1;Y;N;Political Science;N;740;200508;HIST 2112;C;MATH 1111;C;POLS 1101;C;200602;ECON 2105;F;HIST 1112;C;ENGL 1102;B;Off Campus;1;69;2,79;SCHOOL 5;3;CollegeBeyond;3;College/Beyond;B;Bachelors;15;14;18;12;
7838929;18;F;BGD 3;N;N;History;Anthropology;;200608;HIST 2112;C;SPAN 1002;C;ENGL 1101;B;200702;ENGL 1102;F;MUSC 1100;C;HIST 2111;B;Off Campus;1;0;3,12;SCHOOL 7;2;High School;2;High School;B;Bachelors;16;12;12;9;734280
7866781;18;M;BGD 1;Y;N;Undeclared;N;1030;200908;HIST 2112;C;MATH 1111;C;MUSC 1100;B;201002;POLS 1101;F;ANTH 1105;C;SOCI 1101;B;Off Campus;1;69;2,73;SCHOOL 11;;No Information;;No Information;B;Bachelors;15;15;12;9;-417420
